Complex Group,Product Name,Merchant Id,MRP,Price,Brand,Vertical Id,Validate,Status,Fulfillment Service,Managed By Paytm,Salesforce Case Id,Merchant SKU,Return Policy Id,Category Id 1,Image Folder,Prefetch Title,videos,video_thumbnail,Online,Paytm SKU,ProductId,,,
1678091388167A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5007,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719993AA46,343980081,,,
1678091388184A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5024,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667132AC997E,343980090,,,
1678091388730A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5570,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714E7D6BC9,343980098,,,
1678091388712A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5552,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667192456867,343980096,,,
1678091388723A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5563,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671CE6F0B32,343980097,,,
1678091388740A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5580,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C9E57706,343980103,,,
1678091388742A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5582,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667127EB162A,343980108,,,
1678091388647A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5487,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667156438892,343980068,,,
1678091388672A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5512,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F629AD63,343980088,,,
1678091388745A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5585,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B98F8389,343980105,,,
1678091388737A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5577,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D019FE6A,343980101,,,
1678091388738A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5578,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667140A6E3FB,343980099,,,
1678091388739A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5579,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667137A1D36D,343980100,,,
1678091388743A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5583,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667150EC26BC,343980107,,,
1678091388741A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5581,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671BEE24790,343980111,,,
1678091388746A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5586,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712086D233,343980109,,,
1678091388666A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5506,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E85F583B,343980089,,,
1678091388726A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5566,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671BE05FFBD,343980126,,,
1678091388727A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5567,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C902CF2B,343980127,,,
1678091388186A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5026,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DCA2F852,343980117,,,
1678091388185A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5025,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667145ABA9E8,343980118,,,
1678091388728A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5568,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667159BDD2BA,343980106,,,
1678091388758A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5598,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DE25CE75,343980124,,,
1678091388754A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5594,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D793825E,343980125,,,
1678091388734A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5574,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714910AFD0,343980128,,,
1678091388750A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5590,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D0FE4647,343980110,,,
1678091388751A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5591,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A7F976D1,343980114,,,
1678091388765A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5605,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717310B7D8,343980112,,,
1678091388266A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5106,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671EF56F0E7,343980119,,,
1678091388271A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5111,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667168295405,343980121,,,
1678091388766A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5606,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671EA19E662,343980113,,,
1678091388760A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5600,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667137A4357,343980115,,,
1678091388287A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5127,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671AA67A2F3,343980120,,,
1678091388761A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5601,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671747D73C1,343980132,,,
1678091388755A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5595,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A094B2C8,343980116,,,
1678091388762A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5602,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671ED74227B,343980133,,,
1678091388789A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5629,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667148909971,343980135,,,
1678091388265A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5105,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671765FA15D,343980122,,,
1678091388795A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5635,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671583DE41B,343980136,,,
1678091388772A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5612,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F46F133A,343980152,,,
1678091388776A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5616,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F302D723,343980151,,,
1678091388277A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5117,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671814AF130,343980123,,,
1678091388696A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5536,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C3720BF8,343980129,,,
1678091388339A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5179,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667130A87BB1,343980134,,,
1678091388711A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5551,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B4C39DD,343980131,,,
1678091388773A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5613,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671836823AC,343980153,,,
1678091388358A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5198,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D92C66A9,343980148,,,
1678091388768A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5608,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DA1CB65,343980155,,,
1678091388334A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5174,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714E19070C,343980146,,,
1678091388767A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5607,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719D1ED6F4,343980156,,,
1678091388695A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5535,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715A7B5A42,343980130,,,
1678091388357A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5197,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667149937B38,343980147,,,
1678091388784A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5624,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713621E5CC,343980158,,,
1678091388769A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5609,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717AA6FBF3,343980157,,,
1678091388790A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5630,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667128571094,343980154,,,
1678091388753A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5593,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667149F717FD,343980138,,,
1678091388752A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5592,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713EF0276B,343980137,,,
1678091388785A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5625,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714126D55A,343980159,,,
1678091388777A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5617,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718405E7B5,343980141,,,
1678091388757A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5597,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714E9AD3E4,343980139,,,
1678091388814A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5654,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717960730B,343980168,,,
1678091388779A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5619,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667163BDCAB2,343980144,,,
1678091388783A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5623,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A845706F,343980140,,,
1678091388819A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5659,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717D10FB6,343980175,,,
1678091388796A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5636,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C134B5A1,343980163,,,
1678091388797A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5637,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B6338537,343980164,,,
1678091388718A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5558,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667172908179,343980161,,,
1678091388812A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5652,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719003D63E,343980166,,,
1678091388820A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5660,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715520E4D1,343980165,,,
1678091388756A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5596,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671399DE372,343980150,,,
1678091388763A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5603,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719A7312ED,343980142,,,
1678091388702A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5542,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718B5E5926,343980162,,,
1678091388707A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5547,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671FB34ADA9,343980169,,,
1678091388811A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5651,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667190A8784,343980167,,,
1678091388703A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5543,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671FC5969B0,343980170,,,
1678091388722A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5562,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B9683BA4,343980172,,,
1678091388716A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5556,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719528AC7E,343980171,,,
1678091388770A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5610,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711A617216,343980143,,,
1678091388782A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5622,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DF4240F9,343980145,,,
1678091388367A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5207,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719A177E28,343980181,,,
1678091388396A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5236,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C63D1D7D,343980183,,,
1678091388764A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5604,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671417874E,343980149,,,
1678091388778A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5618,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667114BAFA24,343980160,,,
1678091388799A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5639,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671518BA830,343980179,,,
1678091388821A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5661,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712227D447,343980174,,,
1678091388837A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5677,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D25F4033,343980186,,,
1678091388832A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5672,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A235B4BC,343980188,,,
1678091388721A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5561,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667120616A1E,343980173,,,
1678091388717A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5557,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E22F9CE8,343980177,,,
1678091388733A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5573,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D7743A73,343980176,,,
1678091388395A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5235,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715F344CC7,343980182,,,
1678091388806A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5646,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718E752366,343980178,,,
1678091388791A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5631,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715F502002,343980180,,,
1678091388792A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5632,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C65971B8,343980190,,,
1678091388831A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5671,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713B3CE506,343980187,,,
1678091388847A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5687,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667155C75CFC,343980195,,,
1678091388409A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5249,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667119C3962B,343980184,,,
1678091388417A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5257,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E7608A6D,343980185,,,
1678091388815A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5655,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E67439D,343980189,,,
1678091388805A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5645,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671177C72DC,343980191,,,
1678091388803A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5643,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671FE1FD7E9,343980198,,,
1678091388798A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5638,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671268C98A6,343980192,,,
1678091388854A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5694,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D5D53C07,343980193,,,
1678091388810A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5650,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717E0DB712,343980199,,,
1678091388804A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5644,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671607B424A,343980204,,,
1678091388809A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5649,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711ECA3EF7,343980205,,,
1678091388855A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5695,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A2D20C91,343980194,,,
1678091388808A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5648,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667169CD0E61,343980210,,,
1678091388826A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5666,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671BC4341E4,343980206,,,
1678091388833A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5673,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D532842A,343980207,,,
1678091388838A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5678,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667142E05DA2,343980196,,,
1678091388466A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5306,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671ECD22489,343980208,,,
1678091388410A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5250,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667179041FCE,343980209,,,
1678091388851A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5691,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A5BFC888,343980222,,,
1678091388839A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5679,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667135E76D34,343980220,,,
1678091388846A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5686,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667122C06C6A,343980197,,,
1678091388824A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5664,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671524D20C8,343980212,,,
1678091388830A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5670,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714C3BD590,343980211,,,
1678091388852A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5692,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713CB69932,343980223,,,
1678091388841A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5681,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671BCA4F9C9,343980226,,,
1678091388840A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5680,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671CBA3C95F,343980227,,,
1678091388747A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5587,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715781E2A5,343980200,,,
1678091388759A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5599,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A922FEE3,343980202,,,
1678091388825A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5665,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671254A105E,343980215,,,
1678091388817A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5657,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E06922B1,343980213,,,
1678091388863A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5703,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719BB178DA,343980228,,,
1678091388867A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5707,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719CDCBCC3,343980218,,,
1678091388859A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5699,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671AB6440BA,343980219,,,
1678091388816A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5656,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671976E1227,343980214,,,
1678091388748A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5588,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C73EFF34,343980201,,,
1678091388871A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5711,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716CA428B7,343980224,,,
1678091388818A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5658,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667170D63F20,343980216,,,
1678091388864A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5704,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715D5ED79,343980225,,,
1678091388749A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5589,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B039CFA2,343980203,,,
1678091388858A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5698,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DC63702C,343980229,,,
1678091388872A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5712,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F5AD790D,343980221,,,
1678091388457A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5297,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714BD5C561,343980231,,,
1678091388467A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5307,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719BD5141F,343980232,,,
1678091388829A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5669,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712CFC5C75,343980217,,,
1678091388882A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5722,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DE802ACE,343980240,,,
1678091388878A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5718,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667115789013,343980239,,,
1678091388888A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5728,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713E55C3D0,343980249,,,
1678091388883A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5723,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A9871A58,343980247,,,
1678091388477A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5317,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667182CE255E,343980234,,,
1678091388478A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5318,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671127138CF,343980233,,,
1678091388842A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5682,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667125ADA873,343980243,,,
1678091388843A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5683,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667152AA98E5,343980244,,,
1678091388458A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5298,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DB6AD8F0,343980230,,,
1678091388479A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5319,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667165760859,343980241,,,
1678091388856A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_5696,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713BDB5D2B,343980246,,,
