Complex Group,Product Name,Merchant Id,MRP,Price,Brand,Vertical Id,Validate,Status,Fulfillment Service,Managed By Paytm,Salesforce Case Id,Merchant SKU,Return Policy Id,Category Id 1,Image Folder,Prefetch Title,videos,video_thumbnail,Online,Paytm SKU,ProductId,,,
1678091392887A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9727,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E43C61F9,343984473,,,
1678091392902A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9742,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C20C32F0,343984474,,,
1678091392941A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9781,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F7B02C46,343984479,,,
1678091392858A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9698,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667196B5CF94,343984437,,,
1678091392881A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9721,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D5FC4CC,343984466,,,
1678091392892A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9732,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718D4DA437,343984464,,,
1678091392876A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9716,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B81602AC,343984461,,,
1678091392901A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9741,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715B05634A,343984480,,,
1678091392864A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9704,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714F0352C1,343984465,,,
1678091392891A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9731,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711444F58D,343984471,,,
1678091392866A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9706,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A10D33ED,343984469,,,
1678091392884A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9724,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717D353043,343984462,,,
1678091392895A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9735,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667113293194,343984468,,,
1678091392877A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9717,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671CF11323A,343984486,,,
1678091392878A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9718,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715FAE2FAB,343984487,,,
1678091392945A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9785,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F0DDE85F,343984493,,,
1678091392944A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9784,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667187DAD8C9,343984494,,,
1678091392904A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9744,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712B6F97C5,343984488,,,
1678091392917A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9757,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671AB7DF73E,343984490,,,
1678091392871A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9711,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712672970F,343984470,,,
1678091392863A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9703,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D167C762,343984472,,,
1678091392910A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9750,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713519629D,343984481,,,
1678091392867A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9707,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D60A037B,343984482,,,
1678091392905A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9745,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715C68A753,343984489,,,
1678091392916A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9756,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DC7AC7A8,343984503,,,
1678091392903A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9743,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B50B0266,343984491,,,
1678091392978A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9818,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667154F26896,343984496,,,
1678091392966A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9806,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671AA5174D0,343984495,,,
1678091392915A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9755,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667145739612,343984492,,,
1678091392925A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9765,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716E5EC5D1,343984504,,,
1678091392955A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9795,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E9C6D91E,343984497,,,
1678091392914A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9754,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713274A684,343984483,,,
1678091392911A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9751,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671421E520B,343984484,,,
1678091392872A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9712,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671BF7BC6B5,343984485,,,
1678091392924A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9764,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711959F547,343984505,,,
1678091392956A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9796,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667170CF88A4,343984498,,,
1678091393025A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9865,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671650282EC,343984520,,,
1678091393026A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9866,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671FC0BD356,343984519,,,
1678091392937A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9777,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671994B95BC,343984524,,,
1678091392964A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9804,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671445F15FC,343984525,,,
1678091392926A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9766,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F757946B,343984506,,,
1678091392936A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9776,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671EE4CA52A,343984507,,,
1678091392947A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9787,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711ED38973,343984499,,,
1678091392950A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9790,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667199AC2D91,343984500,,,
1678091393034A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9874,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B1E833B,343984521,,,
1678091393033A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9873,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671957A1698,343984522,,,
1678091392979A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9819,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667123F55800,343984527,,,
1678091392980A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9820,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717104B367,343984526,,,
1678091392912A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9752,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DB1703B1,343984509,,,
1678091392913A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9753,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671AC103327,343984508,,,
1678091393048A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9888,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718530D3DF,343984523,,,
1678091392946A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9786,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667169D4B9E5,343984501,,,
1678091392951A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9791,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671EEAB1D07,343984512,,,
1678091392965A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9805,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713358256A,343984528,,,
1678091392943A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9783,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667119BE4D6A,343984502,,,
1678091392929A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9769,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667167E889FA,343984515,,,
1678091392933A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9773,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719E2651A5,343984510,,,
1678091393055A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9895,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E29A9E23,343984533,,,
1678091393064A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9904,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671459D7FCB,343984534,,,
1678091392998A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9838,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667166C40A14,343984544,,,
1678091392990A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9830,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671681F8226,343984543,,,
1678091392934A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9774,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667142C406,343984518,,,
1678091392940A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9780,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667180B71CD0,343984511,,,
1678091393065A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9905,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671329A4F5D,343984535,,,
1678091393072A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9912,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B5E5EBBF,343984537,,,
1678091393005A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9845,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715734E06E,343984549,,,
1678091392991A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9831,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711F18B2B0,343984547,,,
1678091392888A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9728,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667174837C68,343984516,,,
1678091393004A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9844,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712033D0F8,343984548,,,
1678091392952A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9792,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667177A24CBD,343984513,,,
1678091392959A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9799,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E0709535,343984514,,,
1678091392973A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9813,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C320B11E,343984529,,,
1678091392971A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9811,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712D2ED032,343984530,,,
1678091392920A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9760,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711E34315E,343984517,,,
1678091392963A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9803,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DA3B805F,343984538,,,
1678091392977A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9817,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C44D7507,343984540,,,
1678091392982A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9822,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719F0AD24B,343984532,,,
1678091392972A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9812,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B4278188,343984531,,,
1678091392954A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9794,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719EC1E988,343984539,,,
1678091392975A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9815,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712A43142B,343984553,,,
1678091392953A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9793,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A57C2B,343984541,,,
1678091392999A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9839,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667111C33A82,343984556,,,
1678091392960A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9800,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714332D1E5,343984542,,,
1678091392970A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9810,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715A29E0A4,343984560,,,
1678091392958A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9798,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719777A5A3,343984545,,,
1678091392957A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9797,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717C8B832,343984550,,,
1678091393070A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9910,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715BEB8A93,343984536,,,
1678091393014A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9854,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713928E1B9,343984552,,,
1678091392989A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9829,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718D80BC3,343984559,,,
1678091392976A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9816,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671B34A4591,343984554,,,
1678091393031A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9871,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717B7477B4,343984567,,,
1678091393011A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9851,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667149421536,343984564,,,
1678091393030A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9870,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C734722,343984573,,,
1678091392961A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9801,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713435E173,343984551,,,
1678091393010A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9850,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566713E4525A0,343984572,,,
1678091393050A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9890,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667192F06AAC,343984583,,,
1678091392984A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9824,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717669777E,343984562,,,
1678091392949A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9789,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F96BA474,343984546,,,
1678091393080A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9920,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667170C6D950,343984605,,,
1678091392981A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9821,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667160383F1,343984563,,,
1678091393023A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9863,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718C6127D9,343984576,,,
1678091393094A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9934,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716EB02C08,343984606,,,
1678091392962A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9802,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671AD3CB0C9,343984555,,,
1678091392988A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9828,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717FDF3B55,343984557,,,
1678091393028A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9868,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711BB3FE51,343984570,,,
1678091393121A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9961,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667163AD2CC2,343984624,,,
1678091393130A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9970,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DB12D15,343984623,,,
1678091392948A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9788,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718E6C94E2,343984561,,,
1678091393019A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9859,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667147999D04,343984574,,,
1678091393053A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9893,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671BF93B16,343984586,,,
1678091393146A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9986,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671634A94EF,343984625,,,
1678091393111A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9951,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667148807F01,343984626,,,
1678091393016A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9856,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671D7268095,343984577,,,
1678091392994A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9834,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716F72463F,343984579,,,
1678091393120A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9960,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667114AA1C54,343984627,,,
1678091393145A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9985,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671FA43C555,343984629,,,
1678091393024A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9864,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566711205B27A,343984575,,,
1678091393103A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9943,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671BF952F6C,343984628,,,
1678091392974A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9814,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566715D4424BD,343984558,,,
1678091393015A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9855,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566714E2FD12F,343984565,,,
1678091393000A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9840,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671275E14E1,343984578,,,
1678091392983A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9823,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E80DE2DD,343984582,,,
1678091393159A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9999,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671EAEEB83F,343984635,,,
1678091393151A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9991,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E435300D,343984641,,,
1678091393158A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9998,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719DE988A9,343984640,,,
1678091393018A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9858,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671309EAD92,343984566,,,
1678091393017A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9857,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671A021B003,343984568,,,
1678091393049A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9889,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671F237E349,343984584,,,
1678091393054A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9894,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671959DAEB5,343984585,,,
1678091393059A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9899,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671EB2CD208,343984587,,,
1678091393062A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9902,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671ACFEDAFE,343984600,,,
1678091393029A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9869,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566716CB4CEC7,343984569,,,
1678091393020A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9860,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667115687663,343984571,,,
1678091393032A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9872,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671E27D260E,343984588,,,
1678091393044A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9884,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718C869FF4,343984589,,,
1678091393001A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9841,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667150592477,343984580,,,
1678091393063A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9903,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671DBF9EA68,343984599,,,
1678091392995A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9835,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671187576A9,343984581,,,
1678091393038A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9878,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712A8CF10,343984609,,,
1678091393058A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9898,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566719C2BE29E,343984601,,,
1678091393079A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9919,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667122373237,343984603,,,
1678091393042A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9882,11,75975,4/557962_4,1,,,1,ENTEVENTCSK115667165E53AC1,343984590,,,
1678091393002A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9842,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671C95075CD,343984591,,,
1678091393006A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9846,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671CE3DB1D4,343984593,,,
1678091393003A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9843,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671BE57455B,343984592,,,
1678091393071A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9911,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566712CECBA05,343984602,,,
1678091393078A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9918,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671553002A1,343984604,,,
1678091393041A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9881,11,75975,4/557962_4,1,,,1,ENTEVENTCSK1156671FCEC6B7B,343984607,,,
1678091393040A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9880,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566718BEB5BED,343984608,,,
1678091393088A,Event,1156671,0,0,Paytm,73,No,Active,107,No,Default,CSKIPL23_9928,11,75975,4/557962_4,1,,,1,ENTEVENTCSK11566717E1D5162,343984612,,,
